id,week,checkout_price,base_price,num_orders,center_type,op_area,category,cuisine
1000494,78,349.26,349.26,14,TYPE_A,3.9,Pasta,Italian
1001329,130,337.62,337.62,26,TYPE_A,4.8,Pasta,Italian
1002000,19,242.5,308.52,53,TYPE_A,4.8,Pasta,Italian
1000699,114,243.5,359.93,81,TYPE_A,3,Pasta,Italian
1000408,55,243.5,340.53,42,TYPE_A,4,Pasta,Italian
1001667,3,246.41,340.53,404,TYPE_A,5.1,Pasta,Italian
1000835,41,243.5,338.53,41,TYPE_A,3.8,Pasta,Italian
1000123,102,349.26,347.26,26,TYPE_B,5.6,Pasta,Italian
1002155,54,243.5,340.53,109,TYPE_A,4.8,Pasta,Italian
1001502,144,290.03,335.62,14,TYPE_C,2.7,Pasta,Italian
1000990,142,337.62,336.62,15,TYPE_C,1.9,Pasta,Italian
1001432,93,349.23,349.23,41,TYPE_A,4.6,Pasta,Italian
1000866,87,243.5,349.23,55,TYPE_A,3.9,Pasta,Italian
1001804,12,242.5,244.5,95,TYPE_A,3.9,Pasta,Italian
1000901,140,212.49,335.62,82,TYPE_A,4.4,Pasta,Italian
1001212,22,338.53,339.53,81,TYPE_B,4.2,Pasta,Italian
1000477,104,248.32,349.26,244,TYPE_A,3.7,Pasta,Italian
1002069,2,244.5,293,69,TYPE_C,4,Pasta,Italian
1002093,136,335.62,336.62,15,TYPE_C,4,Pasta,Italian
1001862,84,349.23,349.23,14,TYPE_A,3.9,Pasta,Italian
1000844,83,338.53,338.53,26,TYPE_A,4.1,Pasta,Italian
1000071,8,259.99,242.5,14,TYPE_C,3,Pasta,Italian
1001276,16,307.52,308.52,40,TYPE_C,3,Pasta,Italian
1001795,57,338.53,340.53,28,TYPE_A,3.6,Pasta,Italian
1000314,70,242.5,338.53,80,TYPE_A,3.4,Pasta,Italian
1000426,126,336.62,335.62,82,TYPE_B,5,Pasta,Italian
1001409,31,340.53,339.53,26,TYPE_B,5,Pasta,Italian
1000135,95,349.26,348.26,41,TYPE_A,7,Pasta,Italian
1000230,125,241.53,337.62,123,TYPE_A,3.2,Pasta,Italian
1000226,60,316.25,359.93,15,TYPE_A,3.8,Pasta,Italian
1000809,111,340.53,340.53,53,TYPE_A,3.8,Pasta,Italian
1000773,113,248.35,359.93,296,TYPE_B,7,Pasta,Italian
1000516,127,336.62,335.62,15,TYPE_A,2.8,Pasta,Italian
1000612,67,243.5,338.53,15,TYPE_C,2,Pasta,Italian
1001925,104,243.5,349.23,82,TYPE_A,3.4,Pasta,Italian
1001670,27,242.5,242.5,14,TYPE_A,2.8,Pasta,Italian
1001989,87,270.69,350.23,53,TYPE_A,2.8,Pasta,Italian
1000336,16,445.23,447.23,55,TYPE_A,4.1,Desert,Indian
1001940,62,389.03,388.03,14,TYPE_A,4.5,Desert,Indian
1001982,114,447.23,446.23,40,TYPE_B,4.7,Desert,Indian
1000895,93,445.23,445.23,42,TYPE_A,5.3,Desert,Indian
1000356,6,446.23,447.23,13,TYPE_A,4.8,Desert,Indian
1001127,133,286.21,389.03,123,TYPE_A,3.9,Desert,Indian
1000999,119,446.23,447.23,55,TYPE_A,4.1,Desert,Indian
1000337,69,446.23,445.23,15,TYPE_A,4,Desert,Indian
1000963,9,388.03,388.03,27,TYPE_A,4.8,Desert,Indian
1002165,25,388.03,388.03,28,TYPE_A,4.8,Desert,Indian
1000208,77,445.23,445.23,69,TYPE_B,4.1,Desert,Indian
1000415,82,340.5,387.03,53,TYPE_C,2,Desert,Indian
1001793,95,388.03,388.03,40,TYPE_C,1.9,Desert,Indian
1001787,77,445.23,447.23,53,TYPE_A,4.6,Desert,Indian
1001297,20,446.23,446.23,41,TYPE_A,3.9,Desert,Indian
1000171,104,446.23,446.23,15,TYPE_A,3.4,Desert,Indian
1000228,142,445.23,446.23,14,TYPE_A,3.9,Desert,Indian
1001379,47,290.03,446.23,81,TYPE_C,4,Desert,Indian
1000049,31,291,387.03,14,TYPE_C,4,Desert,Indian
1001092,52,446.23,445.23,135,TYPE_B,3.8,Desert,Indian
1000493,125,446.23,446.23,27,TYPE_A,4,Desert,Indian
1001219,6,447.23,447.23,15,TYPE_A,4.1,Desert,Indian
1000156,55,387.03,388.03,27,TYPE_A,3.6,Desert,Indian
1001747,62,387.03,387.03,40,TYPE_A,3.6,Desert,Indian
1001111,144,445.23,445.23,55,TYPE_C,3.8,Desert,Indian
1000401,21,387.03,388.03,80,TYPE_A,3.5,Desert,Indian
1000161,15,447.23,447.23,41,TYPE_A,4,Desert,Indian
1000444,95,387.03,387.03,15,TYPE_A,3.4,Desert,Indian
1002142,44,387.03,387.03,26,TYPE_A,3.4,Desert,Indian
1002173,11,388.03,387.03,14,TYPE_A,3.4,Desert,Indian
1000332,109,308.46,446.23,337,TYPE_B,5,Desert,Indian
1000464,68,447.23,446.23,13,TYPE_A,3.8,Desert,Indian
1001137,125,446.23,447.23,42,TYPE_A,3.8,Desert,Indian
1001256,96,291,446.23,108,TYPE_A,3.8,Desert,Indian
1001587,59,388.03,389.03,28,TYPE_B,7,Desert,Indian
1001360,20,447.23,445.23,123,TYPE_C,2,Desert,Indian
1000500,94,387.03,387.03,27,TYPE_A,3.9,Desert,Indian
1000238,74,446.23,446.23,14,TYPE_A,3.4,Desert,Indian
1001405,29,305.58,388.03,96,TYPE_B,4.4,Desert,Indian
1000929,137,455.93,454.93,68,TYPE_B,3.9,Desert,Indian
1000406,103,192.09,339.5,68,TYPE_A,4.1,Rice Bowl,Indian
1000224,100,234.74,304.58,445,TYPE_A,4.5,Rice Bowl,Indian
1000886,92,298.76,298.76,379,TYPE_A,3.9,Rice Bowl,Indian
1001155,140,282.3,282.3,433,TYPE_A,4.8,Rice Bowl,Indian
1001976,40,292.94,292.94,323,TYPE_A,4.8,Rice Bowl,Indian
1000546,71,195.94,319.13,663,TYPE_B,4.4,Rice Bowl,Indian
1000179,127,266.75,317.19,393,TYPE_A,3,Rice Bowl,Indian
1000973,60,178.48,321.13,460,TYPE_A,3,Rice Bowl,Indian
1001689,47,227.01,310.4,595,TYPE_A,3,Rice Bowl,Indian
1000204,46,224.1,281.36,675,TYPE_A,4,Rice Bowl,Indian
1001046,142,286.15,287.15,904,TYPE_A,5.1,Rice Bowl,Indian
1002030,36,254.17,304.58,149,TYPE_A,3.8,Rice Bowl,Indian
1002156,59,168.84,310.43,175,TYPE_A,3.8,Rice Bowl,Indian
1000706,102,298.82,298.82,338,TYPE_C,5.1,Rice Bowl,Indian
1001442,14,287.12,289.12,204,TYPE_C,2.9,Rice Bowl,Indian
1001616,56,321.13,321.13,716,TYPE_B,5.6,Rice Bowl,Indian
1000024,30,255.14,309.43,715,TYPE_C,2,Rice Bowl,Indian
1001676,81,309.43,311.43,339,TYPE_C,2.7,Rice Bowl,Indian
1001764,71,311.43,309.43,94,TYPE_C,1.9,Rice Bowl,Indian
1000483,135,276.45,328.89,566,TYPE_A,4.6,Rice Bowl,Indian
1000306,138,252.2,308.49,1162,TYPE_A,7,Rice Bowl,Indian
1001260,112,275.54,320.13,242,TYPE_A,3.9,Rice Bowl,Indian
1000351,110,260.93,321.13,148,TYPE_A,3.4,Rice Bowl,Indian
1001377,144,294.91,295.91,270,TYPE_A,3.4,Rice Bowl,Indian
1002033,85,279.36,320.13,215,TYPE_A,3.9,Rice Bowl,Indian
1000559,49,321.13,320.13,379,TYPE_C,2.8,Rice Bowl,Indian
1001706,66,294.88,294.88,501,TYPE_C,4,Rice Bowl,Indian
1000046,86,294.88,294.88,176,TYPE_B,3.8,Rice Bowl,Indian
1000815,96,318.16,320.16,296,TYPE_B,3.8,Rice Bowl,Indian
1001637,95,291.03,320.13,1268,TYPE_B,3.8,Rice Bowl,Indian
1002122,38,290.06,291.06,270,TYPE_B,3.8,Rice Bowl,Indian
1000151,80,292,291,310,TYPE_A,4,Rice Bowl,Indian
1000570,37,262.9,296.85,338,TYPE_A,4,Rice Bowl,Indian
1000826,89,287.12,321.13,136,TYPE_A,4,Rice Bowl,Indian
1001250,100,295.91,294.91,271,TYPE_A,2.7,Rice Bowl,Indian
1001950,30,244.5,305.58,1121,TYPE_A,4.1,Rice Bowl,Indian
1001998,48,235.71,320.13,339,TYPE_C,3,Rice Bowl,Indian
1000979,74,279.42,278.42,1824,TYPE_B,6.7,Rice Bowl,Indian
1001013,111,188.18,309.43,379,TYPE_A,4.5,Rice Bowl,Indian
1002163,58,87.3,319.19,877,TYPE_A,4.5,Rice Bowl,Indian
1000377,86,232.83,311.43,269,TYPE_A,3.5,Rice Bowl,Indian
1000089,65,255.11,297.79,458,TYPE_A,4,Rice Bowl,Indian
1001509,22,293.97,291.97,324,TYPE_A,4,Rice Bowl,Indian
1001571,142,306.58,305.58,258,TYPE_A,4,Rice Bowl,Indian
1001603,50,305.58,304.58,609,TYPE_A,3.4,Rice Bowl,Indian
1001174,50,290.06,291.06,811,TYPE_B,5,Rice Bowl,Indian
1000585,8,236.74,311.43,392,TYPE_C,3.9,Rice Bowl,Indian
1000402,124,199.88,320.13,486,TYPE_A,3.2,Rice Bowl,Indian
1001240,37,292.97,291.97,635,TYPE_A,3.2,Rice Bowl,Indian
1001840,38,282.33,282.33,567,TYPE_A,3.8,Rice Bowl,Indian
1001789,103,288.12,320.13,135,TYPE_A,4.4,Rice Bowl,Indian
1000587,77,309.43,310.43,81,TYPE_C,0.9,Rice Bowl,Indian
1000609,127,309.43,311.43,82,TYPE_C,0.9,Rice Bowl,Indian
1000759,67,229.95,319.13,95,TYPE_C,0.9,Rice Bowl,Indian
1001110,27,306.58,305.58,878,TYPE_A,3.9,Rice Bowl,Indian
1001424,77,271.66,270.66,419,TYPE_A,3.9,Rice Bowl,Indian
1001932,94,309.43,311.43,541,TYPE_A,3.9,Rice Bowl,Indian
1000272,130,224.1,303.67,1797,TYPE_A,3.4,Rice Bowl,Indian
1000903,76,301.73,299.73,838,TYPE_B,4.4,Rice Bowl,Indian
1000707,79,305.61,305.61,283,TYPE_A,4.5,Rice Bowl,Indian
1000472,140,277.48,328.83,231,TYPE_C,4,Rice Bowl,Indian
1000678,145,276.48,277.48,109,TYPE_A,2.8,Rice Bowl,Indian
1000520,128,363.78,363.78,190,TYPE_A,4.1,Beverages,Continental
1000328,87,384.12,386.12,135,TYPE_B,3.6,Beverages,Continental
1000614,18,317.22,322.07,338,TYPE_A,4.8,Beverages,Continental
1000833,100,302.64,303.64,188,TYPE_A,4.8,Beverages,Continental
1001474,144,363.81,363.81,82,TYPE_A,4.8,Beverages,Continental
1000317,109,285.21,285.21,258,TYPE_A,4.8,Beverages,Continental
1000632,88,322.1,322.1,123,TYPE_A,4.8,Beverages,Continental
1000792,118,322.04,322.04,242,TYPE_A,4.8,Beverages,Continental
1001147,60,316.25,316.25,149,TYPE_A,4.8,Beverages,Continental
1002076,29,325.98,324.98,202,TYPE_A,4.8,Beverages,Continental
1000294,47,322.07,321.07,161,TYPE_C,2.8,Beverages,Continental
1001513,28,395.76,397.76,149,TYPE_A,3,Beverages,Continental
1001718,141,389,462.75,15,TYPE_A,3,Beverages,Continental
1001503,40,284.24,324.98,109,TYPE_A,4.1,Beverages,Continental
1001748,22,322.1,320.1,135,TYPE_A,4.1,Beverages,Continental
1000683,143,383.18,382.18,242,TYPE_A,5.1,Beverages,Continental
1000580,65,323.01,325.01,68,TYPE_A,3.8,Beverages,Continental
1001088,33,337.62,372.54,177,TYPE_C,5.1,Beverages,Continental
1001852,145,382.24,380.24,80,TYPE_B,5.6,Beverages,Continental
1001231,123,515.13,513.13,41,TYPE_A,4.8,Beverages,Continental
1001845,58,466.63,464.63,80,TYPE_A,4.8,Beverages,Continental
1002149,117,320.13,320.13,189,TYPE_A,4.6,Beverages,Continental
1000798,46,317.22,317.22,459,TYPE_A,3.9,Beverages,Continental
1002100,14,321.07,323.07,177,TYPE_A,3.9,Beverages,Continental
1002151,48,321.13,321.13,296,TYPE_A,3.9,Beverages,Continental
1000762,102,320.1,321.1,244,TYPE_B,6.3,Beverages,Continental
1001356,5,395.82,377.39,188,TYPE_A,4.4,Beverages,Continental
1000980,41,466.63,466.63,150,TYPE_A,3.7,Beverages,Continental
1001726,132,333.74,335.62,243,TYPE_A,3.7,Beverages,Continental
1000838,28,319.16,318.16,244,TYPE_C,4,Beverages,Continental
1001029,106,281.3,287.12,393,TYPE_C,4,Beverages,Continental
1001591,37,316.25,317.25,108,TYPE_A,4,Beverages,Continental
1001875,30,325.98,323.98,96,TYPE_A,4,Beverages,Continental
1002162,44,480.21,479.21,41,TYPE_A,2.7,Beverages,Continental
1000227,135,366.72,365.72,149,TYPE_A,4.1,Beverages,Continental
1001529,40,476.33,475.33,28,TYPE_A,3.8,Beverages,Continental
1001154,40,475.33,476.33,55,TYPE_A,3.6,Beverages,Continental
1001592,45,474.33,474.33,14,TYPE_A,3.6,Beverages,Continental
1001065,124,318.16,319.16,80,TYPE_C,3.8,Beverages,Continental
1000254,32,315.31,314.31,338,TYPE_A,3.8,Beverages,Continental
1000525,119,385.12,386.12,95,TYPE_A,3.5,Beverages,Continental
1001741,64,452.99,454.99,55,TYPE_A,3.5,Beverages,Continental
1000499,39,458.81,459.81,27,TYPE_A,3.2,Beverages,Continental
1000590,31,376.36,378.36,161,TYPE_B,7,Beverages,Continental
1001679,64,466.63,466.63,15,TYPE_B,7,Beverages,Continental
1001342,137,368.63,369.63,96,TYPE_A,2.8,Beverages,Continental
1001318,16,321.13,319.13,188,TYPE_A,2.4,Beverages,Continental
1001824,143,357.02,357.02,82,TYPE_A,2.4,Beverages,Continental
1001056,122,316.28,315.28,298,TYPE_C,2.8,Beverages,Continental
1001310,121,323.01,384.15,243,TYPE_B,4.4,Beverages,Continental
1001055,72,324.01,325.01,96,TYPE_A,4.5,Beverages,Continental
1001076,64,322.1,321.1,109,TYPE_A,4.5,Beverages,Continental
1001284,124,324.98,325.98,136,TYPE_A,4.5,Beverages,Continental
1000581,2,321.13,319.13,95,TYPE_B,3.9,Beverages,Continental
1000950,125,323.01,324.01,204,TYPE_B,3.9,Beverages,Continental
1001785,26,389,390,68,TYPE_A,4,Beverages,Continental
1000582,24,317.19,318.19,96,TYPE_C,4,Beverages,Continental
1000863,46,318.19,319.19,202,TYPE_C,4,Beverages,Continental
1001366,49,286.21,315.31,555,TYPE_C,4,Beverages,Continental
1001598,97,323.01,324.01,190,TYPE_C,4,Beverages,Continental
1000605,95,306.58,305.58,297,TYPE_A,2.8,Beverages,Continental
1000852,136,313.37,368.63,55,TYPE_B,4,Beverages,Continental
1001962,41,265.81,324.98,81,TYPE_B,4,Beverages,Continental
1000530,12,190.12,222.16,244,TYPE_A,4.1,Beverages,Italian
1001336,3,196,196,485,TYPE_A,3.9,Beverages,Italian
1000293,91,185.27,223.1,311,TYPE_C,2.8,Beverages,Italian
1000322,32,203.7,229.92,162,TYPE_A,4,Beverages,Italian
1000375,28,220.19,222.19,217,TYPE_A,4,Beverages,Italian
1001639,31,230.92,229.92,499,TYPE_C,5.1,Beverages,Italian
1001195,51,192.12,222.13,269,TYPE_A,4.8,Beverages,Italian
1001515,23,227.04,226.04,229,TYPE_B,4.1,Beverages,Italian
1001883,107,194.06,194.06,188,TYPE_C,2,Beverages,Italian
1001935,10,231.83,231.83,53,TYPE_C,1.9,Beverages,Italian
1001048,105,181.42,181.42,230,TYPE_C,3.6,Beverages,Italian
1002024,20,221.19,220.19,163,TYPE_C,3.6,Beverages,Italian
1001686,49,188.18,221.22,1081,TYPE_A,7,Beverages,Italian
1000186,98,187.27,187.27,350,TYPE_A,3.9,Beverages,Italian
1000427,7,227.01,228.01,986,TYPE_B,6.3,Beverages,Italian
1000897,98,193.09,192.09,271,TYPE_A,3.9,Beverages,Italian
1000138,113,185.3,186.3,555,TYPE_A,4.1,Beverages,Italian
1000657,42,219.22,219.22,270,TYPE_A,4.1,Beverages,Italian
1001613,91,189.15,214.4,675,TYPE_A,4.1,Beverages,Italian
1001005,65,224.13,224.13,121,TYPE_C,3,Beverages,Italian
1001458,143,210.55,235.74,189,TYPE_C,3,Beverages,Italian
1000329,68,190.12,191.12,622,TYPE_A,3.8,Beverages,Italian
1000074,21,225.07,225.07,121,TYPE_C,3.8,Beverages,Italian
1000145,35,223.16,223.16,392,TYPE_A,3.8,Beverages,Italian
1000849,62,216.31,217.31,202,TYPE_A,3.8,Beverages,Italian
1000655,121,237.65,239.65,744,TYPE_A,3.5,Beverages,Italian
1001690,135,234.74,234.74,216,TYPE_A,3.5,Beverages,Italian
1000687,9,221.16,221.16,271,TYPE_A,4,Beverages,Italian
1000641,46,228.98,227.98,379,TYPE_C,3.9,Beverages,Italian
1000221,94,186.24,186.27,391,TYPE_A,4.4,Beverages,Italian
1001330,118,179.48,231.86,323,TYPE_A,4.4,Beverages,Italian
1000695,61,222.13,222.13,95,TYPE_C,2.8,Beverages,Italian
1001838,145,201.82,200.82,446,TYPE_A,3.4,Beverages,Italian
1001693,74,170.72,188.24,932,TYPE_A,4,Beverages,Italian
1000331,11,190.12,190.12,242,TYPE_A,2.8,Beverages,Italian
1001805,50,194,227.01,1160,TYPE_A,4.5,Beverages,Italian
1001429,134,181.42,180.42,176,TYPE_B,4,Beverages,Italian
1000634,14,252.23,253.23,350,TYPE_A,4.1,Sandwich,Italian
1000654,135,300.73,299.73,701,TYPE_A,4.5,Sandwich,Italian
1001725,115,322.04,324.04,540,TYPE_A,4.5,Sandwich,Italian
1000746,20,281.33,282.33,419,TYPE_A,5.3,Sandwich,Italian
1001731,123,300.76,300.76,432,TYPE_A,5.3,Sandwich,Italian
1000005,101,291.03,290.03,541,TYPE_A,4.8,Sandwich,Italian
1001191,61,291.06,289.06,594,TYPE_A,3.9,Sandwich,Italian
1001355,39,295.91,295.91,554,TYPE_A,3.9,Sandwich,Italian
1000396,91,309.43,311.43,134,TYPE_B,4.4,Sandwich,Italian
1000843,49,215.4,282.33,824,TYPE_A,4.1,Sandwich,Italian
1000618,26,282.33,280.33,366,TYPE_A,4,Sandwich,Italian
1001864,104,292.03,291.03,472,TYPE_A,4,Sandwich,Italian
1001848,143,285.18,285.18,810,TYPE_A,3.8,Sandwich,Italian
1002012,114,324.04,322.04,648,TYPE_C,5.1,Sandwich,Italian
1001469,93,367.69,365.69,312,TYPE_A,4.8,Sandwich,Italian
1002099,50,245.44,262.9,690,TYPE_B,4.1,Sandwich,Italian
1001576,120,330.83,329.83,580,TYPE_A,4.6,Sandwich,Italian
1001757,40,310.43,310.43,352,TYPE_A,4.6,Sandwich,Italian
1001927,71,191.12,292.03,865,TYPE_C,3.6,Sandwich,Italian
1001900,84,322.07,323.07,230,TYPE_A,3.9,Sandwich,Italian
1001176,122,272.6,272.6,622,TYPE_B,6.3,Sandwich,Italian
1001373,60,236.74,309.43,2416,TYPE_B,6.3,Sandwich,Italian
1001945,88,290.03,291.03,364,TYPE_A,3.4,Sandwich,Italian
1001215,131,291.03,291.03,621,TYPE_A,3.9,Sandwich,Italian
1001739,95,310.43,310.43,163,TYPE_C,4,Sandwich,Italian
1000403,59,298.76,299.76,393,TYPE_B,3.8,Sandwich,Italian
1002055,5,252.23,280.33,526,TYPE_A,4,Sandwich,Italian
1001525,127,320.16,318.16,391,TYPE_A,4.2,Sandwich,Italian
1002031,43,310.43,309.43,188,TYPE_A,4.2,Sandwich,Italian
1002057,61,278.45,277.45,702,TYPE_C,3.8,Sandwich,Italian
1001216,3,280.33,280.33,377,TYPE_A,4,Sandwich,Italian
1001421,33,242.5,242.5,944,TYPE_B,5,Sandwich,Italian
1000446,14,290.03,291.03,526,TYPE_A,7,Sandwich,Italian
1000492,49,289.12,289.12,378,TYPE_A,7,Sandwich,Italian
1001053,105,317.19,317.19,838,TYPE_A,7,Sandwich,Italian
1001030,126,283.24,283.24,567,TYPE_A,3.8,Sandwich,Italian
1002066,97,263.84,309.43,215,TYPE_B,7,Sandwich,Italian
1001271,113,237.68,288.09,325,TYPE_A,2.8,Sandwich,Italian
1000194,82,310.43,309.43,81,TYPE_A,2.4,Sandwich,Italian
1002126,103,292.03,290.03,310,TYPE_C,2.8,Sandwich,Italian
1001778,3,281.33,281.33,136,TYPE_B,3.9,Sandwich,Italian
1001131,10,281.33,280.33,420,TYPE_C,2,Sandwich,Italian
1001301,74,291.03,291.03,810,TYPE_C,2,Sandwich,Italian
1001645,47,238.62,292.97,755,TYPE_A,3.9,Sandwich,Italian
1002082,43,311.43,310.43,256,TYPE_A,3.9,Sandwich,Italian
1001877,94,322.07,323.07,539,TYPE_C,4,Sandwich,Italian
1001006,101,318.16,320.16,1162,TYPE_C,4,Sandwich,Italian
1000528,18,191.12,275.48,1743,TYPE_A,2.8,Sandwich,Italian
1001365,92,292.03,292.03,378,TYPE_B,4,Sandwich,Italian
1000850,81,174.66,173.66,364,TYPE_A,4.1,Beverages,Italian
1001830,85,174.66,172.66,877,TYPE_B,4.7,Beverages,Italian
1000874,35,161.08,160.08,540,TYPE_A,5.3,Beverages,Italian
1000007,11,160.11,159.11,432,TYPE_A,4.8,Beverages,Italian
1000062,7,159.11,160.11,350,TYPE_A,4.8,Beverages,Italian
1000484,69,175.57,176.57,216,TYPE_A,4.8,Beverages,Italian
1000266,13,183.33,183.33,256,TYPE_A,3,Beverages,Italian
1001040,56,170.75,170.75,447,TYPE_A,4,Beverages,Italian
1001022,138,194.06,194.06,784,TYPE_A,5.1,Beverages,Italian
1001636,47,185.33,183.33,96,TYPE_A,3.8,Beverages,Italian
1001225,105,163.99,163.99,690,TYPE_C,5.1,Beverages,Italian
1001817,80,181.39,183.39,432,TYPE_C,5.1,Beverages,Italian
1001532,63,181.42,180.42,296,TYPE_A,4.8,Beverages,Italian
1000889,17,158.17,177.54,217,TYPE_B,4.1,Beverages,Italian
1001186,112,183.33,183.33,55,TYPE_C,1.9,Beverages,Italian
1001332,61,161.05,183.39,1270,TYPE_B,6.3,Beverages,Italian
1001946,50,180.45,179.45,404,TYPE_B,6.3,Beverages,Italian
1000372,110,172.66,172.66,134,TYPE_A,3.4,Beverages,Italian
1000709,42,175.6,176.6,404,TYPE_A,3.9,Beverages,Italian
1001672,60,153.26,175.6,432,TYPE_A,3.9,Beverages,Italian
1001327,56,185.33,183.33,379,TYPE_C,2.8,Beverages,Italian
1002148,13,181.42,181.42,649,TYPE_A,3.7,Beverages,Italian
1001653,60,162.99,162.99,148,TYPE_B,3.8,Beverages,Italian
1001699,77,178.54,177.54,175,TYPE_B,3.8,Beverages,Italian
1000349,32,158.17,176.54,499,TYPE_A,4,Beverages,Italian
1001380,127,179.48,180.48,257,TYPE_A,4,Beverages,Italian
1000290,34,162.05,183.36,636,TYPE_A,4.2,Beverages,Italian
1001396,138,177.54,178.54,350,TYPE_C,3,Beverages,Italian
1001462,4,178.54,177.54,324,TYPE_C,3,Beverages,Italian
1001602,53,183.36,184.36,352,TYPE_A,3.8,Beverages,Italian
1001311,132,162.02,193.09,555,TYPE_A,3.6,Beverages,Italian
1001550,48,184.36,184.36,459,TYPE_A,3.5,Beverages,Italian
1000350,34,152.35,151.35,296,TYPE_A,4,Beverages,Italian
1001788,108,155.2,157.2,285,TYPE_A,4,Beverages,Italian
1000287,141,167.84,168.84,393,TYPE_B,5,Beverages,Italian
1001813,134,160.05,192.06,312,TYPE_A,3.2,Beverages,Italian
1000147,96,160.05,160.05,593,TYPE_B,7,Beverages,Italian
1001120,125,185.33,185.33,134,TYPE_A,2.8,Beverages,Italian
1002061,41,165.9,165.9,42,TYPE_B,3.9,Beverages,Italian
1000701,119,183.33,183.33,96,TYPE_C,2,Beverages,Italian
1001251,60,162.99,162.99,162,TYPE_C,2,Beverages,Italian
1001272,144,189.18,190.18,593,TYPE_A,3.9,Beverages,Italian
1001521,42,180.42,182.42,676,TYPE_A,3.9,Beverages,Italian
1001891,23,159.08,183.36,798,TYPE_A,3.9,Beverages,Italian
1001142,87,176.57,175.57,284,TYPE_B,3.9,Beverages,Italian
1001923,7,161.99,185.33,567,TYPE_C,4,Beverages,Italian
1000601,113,154.23,178.54,445,TYPE_A,2.8,Beverages,Italian
1000878,15,320.13,319.13,473,TYPE_A,4.1,Rice Bowl,Indian
